DateTime,Functionality,API,Response Time
2025-01-18,Login,/api/login,93
2025-01-18,Register,/api/register,128
2025-01-18,GetUser,/api/user,121
2025-01-18,Logout,/api/logout,113
2025-01-18,UpdateProfile,/api/update,151
2025-01-18,DeleteAccount,/api/delete,156
2025-01-18,FetchData,/api/fetch,147
2025-01-18,SubmitForm,/api/submit,154
2025-01-18,SendEmail,/api/email,91
2025-01-18,ResetPassword,/api/reset,160
2025-01-19,Login,/api/login,114
2025-01-19,Register,/api/register,118
2025-01-19,GetUser,/api/user,131
2025-01-19,Logout,/api/logout,126
2025-01-19,UpdateProfile,/api/update,134
2025-01-19,DeleteAccount,/api/delete,115
2025-01-19,FetchData,/api/fetch,127
2025-01-19,SubmitForm,/api/submit,116
2025-01-19,SendEmail,/api/email,119
2025-01-19,ResetPassword,/api/reset,109
2025-01-20,Login,/api/login,100
2025-01-20,Register,/api/register,111
2025-01-20,GetUser,/api/user,94
2025-01-20,Logout,/api/logout,93
2025-01-20,UpdateProfile,/api/update,104
2025-01-20,DeleteAccount,/api/delete,123
2025-01-20,FetchData,/api/fetch,120
2025-01-20,SubmitForm,/api/submit,127
2025-01-20,SendEmail,/api/email,100
2025-01-20,ResetPassword,/api/reset,104
2025-01-21,Login,/api/login,117
2025-01-21,Register,/api/register,96
2025-01-21,GetUser,/api/user,90
2025-01-21,Logout,/api/logout,150
2025-01-21,UpdateProfile,/api/update,143
2025-01-21,DeleteAccount,/api/delete,131
2025-01-21,FetchData,/api/fetch,106
2025-01-21,SubmitForm,/api/submit,155
2025-01-21,SendEmail,/api/email,94
2025-01-21,ResetPassword,/api/reset,156
2025-01-22,Login,/api/login,147
2025-01-22,Register,/api/register,107
2025-01-22,GetUser,/api/user,91
2025-01-22,Logout,/api/logout,119
2025-01-22,UpdateProfile,/api/update,130
2025-01-22,DeleteAccount,/api/delete,122
2025-01-22,FetchData,/api/fetch,106
2025-01-22,SubmitForm,/api/submit,136
2025-01-22,SendEmail,/api/email,119
2025-01-22,ResetPassword,/api/reset,153
2025-01-23,Login,/api/login,153
2025-01-23,Register,/api/register,121
2025-01-23,GetUser,/api/user,124
2025-01-23,Logout,/api/logout,113
2025-01-23,UpdateProfile,/api/update,124
2025-01-23,DeleteAccount,/api/delete,117
2025-01-23,FetchData,/api/fetch,133
2025-01-23,SubmitForm,/api/submit,114
2025-01-23,SendEmail,/api/email,103
2025-01-23,ResetPassword,/api/reset,134
2025-01-24,Login,/api/login,119
2025-01-24,Register,/api/register,111
2025-01-24,GetUser,/api/user,108
2025-01-24,Logout,/api/logout,111
2025-01-24,UpdateProfile,/api/update,140
2025-01-24,DeleteAccount,/api/delete,135
2025-01-24,FetchData,/api/fetch,152
2025-01-24,SubmitForm,/api/submit,93
2025-01-24,SendEmail,/api/email,104
2025-01-24,ResetPassword,/api/reset,100
2025-01-25,Login,/api/login,140
2025-01-25,Register,/api/register,91
2025-01-25,GetUser,/api/user,112
2025-01-25,Logout,/api/logout,127
2025-01-25,UpdateProfile,/api/update,141
2025-01-25,DeleteAccount,/api/delete,159
2025-01-25,FetchData,/api/fetch,126
2025-01-25,SubmitForm,/api/submit,121
2025-01-25,SendEmail,/api/email,147
2025-01-25,ResetPassword,/api/reset,101
2025-01-26,Login,/api/login,156
2025-01-26,Register,/api/register,118
2025-01-26,GetUser,/api/user,101
2025-01-26,Logout,/api/logout,132
2025-01-26,UpdateProfile,/api/update,139
2025-01-26,DeleteAccount,/api/delete,95
2025-01-26,FetchData,/api/fetch,127
2025-01-26,SubmitForm,/api/submit,107
2025-01-26,SendEmail,/api/email,91
2025-01-26,ResetPassword,/api/reset,95
2025-01-27,Login,/api/login,111
2025-01-27,Register,/api/register,140
2025-01-27,GetUser,/api/user,101
2025-01-27,Logout,/api/logout,129
2025-01-27,UpdateProfile,/api/update,131
2025-01-27,DeleteAccount,/api/delete,153
2025-01-27,FetchData,/api/fetch,160
2025-01-27,SubmitForm,/api/submit,103
2025-01-27,SendEmail,/api/email,117
2025-01-27,ResetPassword,/api/reset,130
2025-01-28,Login,/api/login,109
2025-01-28,Register,/api/register,101
2025-01-28,GetUser,/api/user,114
2025-01-28,Logout,/api/logout,137
2025-01-28,UpdateProfile,/api/update,124
2025-01-28,DeleteAccount,/api/delete,128
2025-01-28,FetchData,/api/fetch,152
2025-01-28,SubmitForm,/api/submit,122
2025-01-28,SendEmail,/api/email,115
2025-01-28,ResetPassword,/api/reset,95
2025-01-29,Login,/api/login,90
2025-01-29,Register,/api/register,133
2025-01-29,GetUser,/api/user,90
2025-01-29,Logout,/api/logout,102
2025-01-29,UpdateProfile,/api/update,154
2025-01-29,DeleteAccount,/api/delete,130
2025-01-29,FetchData,/api/fetch,92
2025-01-29,SubmitForm,/api/submit,136
2025-01-29,SendEmail,/api/email,93
2025-01-29,ResetPassword,/api/reset,158
2025-01-30,Login,/api/login,133
2025-01-30,Register,/api/register,120
2025-01-30,GetUser,/api/user,102
2025-01-30,Logout,/api/logout,136
2025-01-30,UpdateProfile,/api/update,122
2025-01-30,DeleteAccount,/api/delete,143
2025-01-30,FetchData,/api/fetch,102
2025-01-30,SubmitForm,/api/submit,130
2025-01-30,SendEmail,/api/email,145
2025-01-30,ResetPassword,/api/reset,140
2025-01-31,Login,/api/login,123
2025-01-31,Register,/api/register,136
2025-01-31,GetUser,/api/user,139
2025-01-31,Logout,/api/logout,158
2025-01-31,UpdateProfile,/api/update,121
2025-01-31,DeleteAccount,/api/delete,105
2025-01-31,FetchData,/api/fetch,147
2025-01-31,SubmitForm,/api/submit,134
2025-01-31,SendEmail,/api/email,116
2025-01-31,ResetPassword,/api/reset,143
2025-02-01,Login,/api/login,136
2025-02-01,Register,/api/register,112
2025-02-01,GetUser,/api/user,116
2025-02-01,Logout,/api/logout,116
2025-02-01,UpdateProfile,/api/update,97
2025-02-01,DeleteAccount,/api/delete,90
2025-02-01,FetchData,/api/fetch,106
2025-02-01,SubmitForm,/api/submit,102
2025-02-01,SendEmail,/api/email,158
2025-02-01,ResetPassword,/api/reset,144
2025-02-02,Login,/api/login,149
2025-02-02,Register,/api/register,110
2025-02-02,GetUser,/api/user,100
2025-02-02,Logout,/api/logout,129
2025-02-02,UpdateProfile,/api/update,111
2025-02-02,DeleteAccount,/api/delete,148
2025-02-02,FetchData,/api/fetch,131
2025-02-02,SubmitForm,/api/submit,142
2025-02-02,SendEmail,/api/email,145
2025-02-02,ResetPassword,/api/reset,113
2025-02-03,Login,/api/login,92
2025-02-03,Register,/api/register,101
2025-02-03,GetUser,/api/user,122
2025-02-03,Logout,/api/logout,101
2025-02-03,UpdateProfile,/api/update,121
2025-02-03,DeleteAccount,/api/delete,102
2025-02-03,FetchData,/api/fetch,102
2025-02-03,SubmitForm,/api/submit,141
2025-02-03,SendEmail,/api/email,118
2025-02-03,ResetPassword,/api/reset,115
2025-02-04,Login,/api/login,141
2025-02-04,Register,/api/register,105
2025-02-04,GetUser,/api/user,146
2025-02-04,Logout,/api/logout,135
2025-02-04,UpdateProfile,/api/update,147
2025-02-04,DeleteAccount,/api/delete,92
2025-02-04,FetchData,/api/fetch,135
2025-02-04,SubmitForm,/api/submit,127
2025-02-04,SendEmail,/api/email,115
2025-02-04,ResetPassword,/api/reset,92
2025-02-05,Login,/api/login,136
2025-02-05,Register,/api/register,134
2025-02-05,GetUser,/api/user,94
2025-02-05,Logout,/api/logout,134
2025-02-05,UpdateProfile,/api/update,158
2025-02-05,DeleteAccount,/api/delete,108
2025-02-05,FetchData,/api/fetch,125
2025-02-05,SubmitForm,/api/submit,154
2025-02-05,SendEmail,/api/email,139
2025-02-05,ResetPassword,/api/reset,127
2025-02-06,Login,/api/login,137
2025-02-06,Register,/api/register,124
2025-02-06,GetUser,/api/user,143
2025-02-06,Logout,/api/logout,118
2025-02-06,UpdateProfile,/api/update,108
2025-02-06,DeleteAccount,/api/delete,150
2025-02-06,FetchData,/api/fetch,93
2025-02-06,SubmitForm,/api/submit,122
2025-02-06,SendEmail,/api/email,141
2025-02-06,ResetPassword,/api/reset,126
2025-02-07,Login,/api/login,119
2025-02-07,Register,/api/register,127
2025-02-07,GetUser,/api/user,146
2025-02-07,Logout,/api/logout,118
2025-02-07,UpdateProfile,/api/update,138
2025-02-07,DeleteAccount,/api/delete,121
2025-02-07,FetchData,/api/fetch,111
2025-02-07,SubmitForm,/api/submit,107
2025-02-07,SendEmail,/api/email,109
2025-02-07,ResetPassword,/api/reset,131
2025-02-08,Login,/api/login,98
2025-02-08,Register,/api/register,117
2025-02-08,GetUser,/api/user,110
2025-02-08,Logout,/api/logout,114
2025-02-08,UpdateProfile,/api/update,159
2025-02-08,DeleteAccount,/api/delete,147
2025-02-08,FetchData,/api/fetch,134
2025-02-08,SubmitForm,/api/submit,95
2025-02-08,SendEmail,/api/email,109
2025-02-08,ResetPassword,/api/reset,101
2025-02-09,Login,/api/login,139
2025-02-09,Register,/api/register,159
2025-02-09,GetUser,/api/user,125
2025-02-09,Logout,/api/logout,93
2025-02-09,UpdateProfile,/api/update,101
2025-02-09,DeleteAccount,/api/delete,103
2025-02-09,FetchData,/api/fetch,153
2025-02-09,SubmitForm,/api/submit,151
2025-02-09,SendEmail,/api/email,139
2025-02-09,ResetPassword,/api/reset,159
2025-02-10,Login,/api/login,141
2025-02-10,Register,/api/register,154
2025-02-10,GetUser,/api/user,157
2025-02-10,Logout,/api/logout,147
2025-02-10,UpdateProfile,/api/update,123
2025-02-10,DeleteAccount,/api/delete,121
2025-02-10,FetchData,/api/fetch,135
2025-02-10,SubmitForm,/api/submit,102
2025-02-10,SendEmail,/api/email,108
2025-02-10,ResetPassword,/api/reset,110
2025-02-11,Login,/api/login,146
2025-02-11,Register,/api/register,108
2025-02-11,GetUser,/api/user,141
2025-02-11,Logout,/api/logout,135
2025-02-11,UpdateProfile,/api/update,131
2025-02-11,DeleteAccount,/api/delete,142
2025-02-11,FetchData,/api/fetch,154
2025-02-11,SubmitForm,/api/submit,99
2025-02-11,SendEmail,/api/email,109
2025-02-11,ResetPassword,/api/reset,117
2025-02-12,Login,/api/login,120
2025-02-12,Register,/api/register,140
2025-02-12,GetUser,/api/user,97
2025-02-12,Logout,/api/logout,100
2025-02-12,UpdateProfile,/api/update,147
2025-02-12,DeleteAccount,/api/delete,145
2025-02-12,FetchData,/api/fetch,148
2025-02-12,SubmitForm,/api/submit,127
2025-02-12,SendEmail,/api/email,121
2025-02-12,ResetPassword,/api/reset,111
2025-02-13,Login,/api/login,115
2025-02-13,Register,/api/register,129
2025-02-13,GetUser,/api/user,104
2025-02-13,Logout,/api/logout,149
2025-02-13,UpdateProfile,/api/update,100
2025-02-13,DeleteAccount,/api/delete,120
2025-02-13,FetchData,/api/fetch,113
2025-02-13,SubmitForm,/api/submit,132
2025-02-13,SendEmail,/api/email,142
2025-02-13,ResetPassword,/api/reset,150
2025-02-14,Login,/api/login,151
2025-02-14,Register,/api/register,145
2025-02-14,GetUser,/api/user,100
2025-02-14,Logout,/api/logout,92
2025-02-14,UpdateProfile,/api/update,137
2025-02-14,DeleteAccount,/api/delete,139
2025-02-14,FetchData,/api/fetch,120
2025-02-14,SubmitForm,/api/submit,120
2025-02-14,SendEmail,/api/email,151
2025-02-14,ResetPassword,/api/reset,98
2025-02-15,Login,/api/login,115
2025-02-15,Register,/api/register,109
2025-02-15,GetUser,/api/user,141
2025-02-15,Logout,/api/logout,102
2025-02-15,UpdateProfile,/api/update,153
2025-02-15,DeleteAccount,/api/delete,97
2025-02-15,FetchData,/api/fetch,152
2025-02-15,SubmitForm,/api/submit,92
2025-02-15,SendEmail,/api/email,127
2025-02-15,ResetPassword,/api/reset,105
2025-02-16,Login,/api/login,98
2025-02-16,Register,/api/register,120
2025-02-16,GetUser,/api/user,141
2025-02-16,Logout,/api/logout,117
2025-02-16,UpdateProfile,/api/update,127
2025-02-16,DeleteAccount,/api/delete,128
2025-02-16,FetchData,/api/fetch,121
2025-02-16,SubmitForm,/api/submit,119
2025-02-16,SendEmail,/api/email,159
2025-02-16,ResetPassword,/api/reset,139
2025-02-17,Login,/api/login,111
2025-02-17,Register,/api/register,159
2025-02-17,GetUser,/api/user,159
2025-02-17,Logout,/api/logout,104
2025-02-17,UpdateProfile,/api/update,142
2025-02-17,DeleteAccount,/api/delete,152
2025-02-17,FetchData,/api/fetch,133
2025-02-17,SubmitForm,/api/submit,151
2025-02-17,SendEmail,/api/email,144
2025-02-17,ResetPassword,/api/reset,144
2025-02-18,Login,/api/login,105
2025-02-18,Register,/api/register,149
2025-02-18,GetUser,/api/user,160
2025-02-18,Logout,/api/logout,151
2025-02-18,UpdateProfile,/api/update,103
2025-02-18,DeleteAccount,/api/delete,109
2025-02-18,FetchData,/api/fetch,104
2025-02-18,SubmitForm,/api/submit,160
2025-02-18,SendEmail,/api/email,94
2025-02-18,ResetPassword,/api/reset,146
2025-02-19,Login,/api/login,153
2025-02-19,Register,/api/register,151
2025-02-19,GetUser,/api/user,152
2025-02-19,Logout,/api/logout,119
2025-02-19,UpdateProfile,/api/update,158
2025-02-19,DeleteAccount,/api/delete,154
2025-02-19,FetchData,/api/fetch,136
2025-02-19,SubmitForm,/api/submit,154
2025-02-19,SendEmail,/api/email,108
2025-02-19,ResetPassword,/api/reset,144
2025-02-20,Login,/api/login,104
2025-02-20,Register,/api/register,95
2025-02-20,GetUser,/api/user,121
2025-02-20,Logout,/api/logout,124
2025-02-20,UpdateProfile,/api/update,160
2025-02-20,DeleteAccount,/api/delete,99
2025-02-20,FetchData,/api/fetch,105
2025-02-20,SubmitForm,/api/submit,123
2025-02-20,SendEmail,/api/email,158
2025-02-20,ResetPassword,/api/reset,139
2025-02-21,Login,/api/login,118
2025-02-21,Register,/api/register,105
2025-02-21,GetUser,/api/user,129
2025-02-21,Logout,/api/logout,96
2025-02-21,UpdateProfile,/api/update,122
2025-02-21,DeleteAccount,/api/delete,128
2025-02-21,FetchData,/api/fetch,132
2025-02-21,SubmitForm,/api/submit,128
2025-02-21,SendEmail,/api/email,101
2025-02-21,ResetPassword,/api/reset,121
2025-02-22,Login,/api/login,155
2025-02-22,Register,/api/register,96
2025-02-22,GetUser,/api/user,113
2025-02-22,Logout,/api/logout,116
2025-02-22,UpdateProfile,/api/update,141
2025-02-22,DeleteAccount,/api/delete,127
2025-02-22,FetchData,/api/fetch,115
2025-02-22,SubmitForm,/api/submit,93
2025-02-22,SendEmail,/api/email,103
2025-02-22,ResetPassword,/api/reset,126
2025-02-23,Login,/api/login,142
2025-02-23,Register,/api/register,153
2025-02-23,GetUser,/api/user,127
2025-02-23,Logout,/api/logout,115
2025-02-23,UpdateProfile,/api/update,108
2025-02-23,DeleteAccount,/api/delete,119
2025-02-23,FetchData,/api/fetch,114
2025-02-23,SubmitForm,/api/submit,118
2025-02-23,SendEmail,/api/email,142
2025-02-23,ResetPassword,/api/reset,160
2025-02-24,Login,/api/login,129
2025-02-24,Register,/api/register,125
2025-02-24,GetUser,/api/user,121
2025-02-24,Logout,/api/logout,138
2025-02-24,UpdateProfile,/api/update,137
2025-02-24,DeleteAccount,/api/delete,103
2025-02-24,FetchData,/api/fetch,156
2025-02-24,SubmitForm,/api/submit,133
2025-02-24,SendEmail,/api/email,107
2025-02-24,ResetPassword,/api/reset,145
2025-02-25,Login,/api/login,107
2025-02-25,Register,/api/register,105
2025-02-25,GetUser,/api/user,97
2025-02-25,Logout,/api/logout,159
2025-02-25,UpdateProfile,/api/update,114
2025-02-25,DeleteAccount,/api/delete,146
2025-02-25,FetchData,/api/fetch,159
2025-02-25,SubmitForm,/api/submit,124
2025-02-25,SendEmail,/api/email,143
2025-02-25,ResetPassword,/api/reset,132
2025-02-26,Login,/api/login,134
2025-02-26,Register,/api/register,93
2025-02-26,GetUser,/api/user,129
2025-02-26,Logout,/api/logout,122
2025-02-26,UpdateProfile,/api/update,119
2025-02-26,DeleteAccount,/api/delete,142
2025-02-26,FetchData,/api/fetch,93
2025-02-26,SubmitForm,/api/submit,108
2025-02-26,SendEmail,/api/email,95
2025-02-26,ResetPassword,/api/reset,92
2025-02-27,Login,/api/login,153
2025-02-27,Register,/api/register,122
2025-02-27,GetUser,/api/user,151
2025-02-27,Logout,/api/logout,124
2025-02-27,UpdateProfile,/api/update,113
2025-02-27,DeleteAccount,/api/delete,146
2025-02-27,FetchData,/api/fetch,96
2025-02-27,SubmitForm,/api/submit,159
2025-02-27,SendEmail,/api/email,136
2025-02-27,ResetPassword,/api/reset,124
2025-02-28,Login,/api/login,108
2025-02-28,Register,/api/register,100
2025-02-28,GetUser,/api/user,139
2025-02-28,Logout,/api/logout,152
2025-02-28,UpdateProfile,/api/update,155
2025-02-28,DeleteAccount,/api/delete,147
2025-02-28,FetchData,/api/fetch,134
2025-02-28,SubmitForm,/api/submit,139
2025-02-28,SendEmail,/api/email,157
2025-02-28,ResetPassword,/api/reset,111
2025-03-01,Login,/api/login,112
2025-03-01,Register,/api/register,130
2025-03-01,GetUser,/api/user,146
2025-03-01,Logout,/api/logout,137
2025-03-01,UpdateProfile,/api/update,137
2025-03-01,DeleteAccount,/api/delete,130
2025-03-01,FetchData,/api/fetch,107
2025-03-01,SubmitForm,/api/submit,121
2025-03-01,SendEmail,/api/email,118
2025-03-01,ResetPassword,/api/reset,137
2025-03-02,Login,/api/login,130
2025-03-02,Register,/api/register,94
2025-03-02,GetUser,/api/user,141
2025-03-02,Logout,/api/logout,95
2025-03-02,UpdateProfile,/api/update,90
2025-03-02,DeleteAccount,/api/delete,100
2025-03-02,FetchData,/api/fetch,112
2025-03-02,SubmitForm,/api/submit,157
2025-03-02,SendEmail,/api/email,114
2025-03-02,ResetPassword,/api/reset,155
2025-03-03,Login,/api/login,98
2025-03-03,Register,/api/register,147
2025-03-03,GetUser,/api/user,140
2025-03-03,Logout,/api/logout,139
2025-03-03,UpdateProfile,/api/update,131
2025-03-03,DeleteAccount,/api/delete,140
2025-03-03,FetchData,/api/fetch,146
2025-03-03,SubmitForm,/api/submit,90
2025-03-03,SendEmail,/api/email,92
2025-03-03,ResetPassword,/api/reset,92
2025-03-04,Login,/api/login,90
2025-03-04,Register,/api/register,129
2025-03-04,GetUser,/api/user,156
2025-03-04,Logout,/api/logout,114
2025-03-04,UpdateProfile,/api/update,100
2025-03-04,DeleteAccount,/api/delete,105
2025-03-04,FetchData,/api/fetch,104
2025-03-04,SubmitForm,/api/submit,125
2025-03-04,SendEmail,/api/email,120
2025-03-04,ResetPassword,/api/reset,106
2025-03-05,Login,/api/login,141
2025-03-05,Register,/api/register,159
2025-03-05,GetUser,/api/user,130
2025-03-05,Logout,/api/logout,134
2025-03-05,UpdateProfile,/api/update,106
2025-03-05,DeleteAccount,/api/delete,112
2025-03-05,FetchData,/api/fetch,95
2025-03-05,SubmitForm,/api/submit,112
2025-03-05,SendEmail,/api/email,151
2025-03-05,ResetPassword,/api/reset,155
2025-03-06,Login,/api/login,156
2025-03-06,Register,/api/register,160
2025-03-06,GetUser,/api/user,91
2025-03-06,Logout,/api/logout,92
2025-03-06,UpdateProfile,/api/update,141
2025-03-06,DeleteAccount,/api/delete,93
2025-03-06,FetchData,/api/fetch,94
2025-03-06,SubmitForm,/api/submit,108
2025-03-06,SendEmail,/api/email,103
2025-03-06,ResetPassword,/api/reset,91
2025-03-07,Login,/api/login,93
2025-03-07,Register,/api/register,109
2025-03-07,GetUser,/api/user,109
2025-03-07,Logout,/api/logout,149
2025-03-07,UpdateProfile,/api/update,153
2025-03-07,DeleteAccount,/api/delete,130
2025-03-07,FetchData,/api/fetch,100
2025-03-07,SubmitForm,/api/submit,149
2025-03-07,SendEmail,/api/email,119
2025-03-07,ResetPassword,/api/reset,96
2025-03-08,Login,/api/login,139
2025-03-08,Register,/api/register,132
2025-03-08,GetUser,/api/user,107
2025-03-08,Logout,/api/logout,107
2025-03-08,UpdateProfile,/api/update,136
2025-03-08,DeleteAccount,/api/delete,94
2025-03-08,FetchData,/api/fetch,125
2025-03-08,SubmitForm,/api/submit,131
2025-03-08,SendEmail,/api/email,110
2025-03-08,ResetPassword,/api/reset,148
2025-03-09,Login,/api/login,154
2025-03-09,Register,/api/register,99
2025-03-09,GetUser,/api/user,126
2025-03-09,Logout,/api/logout,108
2025-03-09,UpdateProfile,/api/update,105
2025-03-09,DeleteAccount,/api/delete,154
2025-03-09,FetchData,/api/fetch,151
2025-03-09,SubmitForm,/api/submit,132
2025-03-09,SendEmail,/api/email,157
2025-03-09,ResetPassword,/api/reset,105
2025-03-10,Login,/api/login,110
2025-03-10,Register,/api/register,119
2025-03-10,GetUser,/api/user,142
2025-03-10,Logout,/api/logout,98
2025-03-10,UpdateProfile,/api/update,142
2025-03-10,DeleteAccount,/api/delete,156
2025-03-10,FetchData,/api/fetch,155
2025-03-10,SubmitForm,/api/submit,157
2025-03-10,SendEmail,/api/email,120
2025-03-10,ResetPassword,/api/reset,156
2025-03-11,Login,/api/login,157
